1,Gannon Buhr,75412,1061,-31,61,57,58,57,233,"$13,000"
2,Richard Wysocki,38008,1047,-30,59,64,54,57,234,"$5,137"
2,Jake Hebenheimer,43762,1022,-30,60,61,56,57,234,"$5,137"
2,Calvin Heimburg,45971,1049,-30,57,57,60,60,234,"$5,137"
5,Aaron Gossage,35449,1038,-26,65,62,53,58,238,"$3,200"
6,Paul McBeth,27523,1045,-23,55,61,61,64,241,"$2,700"
7,Silas Schultz,79047,1022,-22,61,63,59,59,242,"$2,350"
8,Niklas Anttila,91249,1048,-20,58,60,58,68,244,"$2,100"
9,Simon Lizotte,8332,1038,-19,60,63,62,60,245,"$1,900"
10,AJ Carey,61770,1007,-17,61,65,62,59,247,"$1,468"
10,Andrew Marwede,75590,1032,-17,60,64,64,59,247,"$1,468"
10,Jake Monn,98722,1029,-17,61,62,63,61,247,"$1,468"
10,Chris Dickerson,62467,1035,-17,59,64,61,63,247,"$1,468"
10,Ezra Aderhold,121715,1034,-17,62,65,55,65,247,"$1,468"
10,Casey White,81739,1027,-17,62,61,58,66,247,"$1,468"
16,Joona Heinänen,58926,1023,-16,58,64,66,60,248,"$1,145"
16,Rasmus Saukkoriipi,136325,1023,-16,60,62,61,65,248,"$1,145"
18,Isaac Robinson,50670,1048,-15,64,67,55,63,249,"$1,080"
19,Bradley Williams,31644,1032,-14,67,62,60,61,250,"$1,020"
19,Evan Scott,89394,1018,-14,63,65,61,61,250,"$1,020"
21,Corey Ellis,44512,1039,-13,63,64,65,59,251,$923
21,Paul Krans,132521,1028,-13,64,63,61,63,251,$923
21,Ty Love,89959,1026,-13,63,62,59,67,251,$923
24,Mason Ford,72844,1035,-12,62,66,63,61,252,$830
24,Evan Smith,101574,1042,-12,66,63,60,63,252,$830
24,Kyle Klein,85132,1043,-12,62,61,66,63,252,$830
27,Jaden Rye,153363,1028,-11,62,64,68,59,253,$710
27,Luke Taylor,102119,1031,-11,65,67,58,63,253,$710
27,Ezra Robinson,50671,1044,-11,63,63,62,65,253,$710
27,Sullivan Tipton,78817,1040,-11,59,61,68,65,253,$710
27,Anthony Barela,44382,1048,-11,63,64,59,67,253,$710
32,Zachary Nash,101197,1026,-10,62,69,63,60,254,$610
32,Zach Arlinghaus,65266,1017,-10,65,67,61,61,254,$610
32,Gavin Phillips,119504,1016,-10,62,67,61,64,254,$610
35,Gavin Babcock,80331,1033,-9,64,64,65,62,255,$570
36,Robert Burridge,96512,1028,-8,62,66,63,65,256,$550
37,Kevin Jones,41760,1020,-7,60,68,63,66,257,$520
37,Nathan Queen,68286,1025,-7,64,64,60,69,257,$520
39,Andrew Presnell,63765,1030,-6,64,64,62,68,258,$490
40,Thomas Gilbert,85850,1014,-2,63,66,65,68,262,$455
40,Kevin Kiefer III,97115,1014,-2,67,65,61,69,262,$455
42,Austin Turner,54049,1038,-3,63,69,63,195,,
42,Bo McLaughlin,87143,1010,-3,62,67,66,195,,
44,Colin Bryant,130709,1031,-2,65,68,63,196,,
44,Lucas Carmichael,151146,1016,-2,62,63,71,196,,
46,Benjamin Callaway,39015,1028,-1,64,65,68,197,,
46,Calvin Lonnquist,145206,1014,-1,66,62,69,197,,
48,Chandler Kramer,139228,1017,E,65,69,64,198,,
48,Parker Welck,39491,1027,E,64,68,66,198,,
50,Nikko Locastro,11534,1023,+1,65,69,65,199,,
50,Austen Bates,130724,1020,+1,66,67,66,199,,
52,Adam Hammes,57365,1036,+2,71,69,60,200,,
52,Linus Carlsson,82098,1018,+2,68,68,64,200,,
52,Raven Newsom,88212,1026,+2,66,68,66,200,,
52,Andrew Fish,58320,1008,+2,65,69,66,200,,
52,Andrew Miranda,118426,1018,+2,68,65,67,200,,
57,Jakub Semerád,91925,1018,+3,67,68,66,201,,
57,Clay Edwards,91397,1012,+3,69,65,67,201,,
57,Albert Tamm,76669,1022,+3,63,70,68,201,,
60,Ryan Mulder,111887,999,+4,74,70,58,202,,
60,Connor O'Reilly,99648,1005,+4,71,65,66,202,,
60,Connor Rock,73695,1023,+4,67,65,70,202,,
60,Harry Chace,131546,1026,+4,63,67,72,202,,
64,Braeden Sides,129963,1021,+5,64,71,68,203,,
64,Trevon Crowe,67172,1006,+5,66,67,70,203,,
66,Zach Melton,38631,994,+6,67,71,66,204,,
66,Chris Clemons,50401,1019,+6,66,67,71,204,,
66,Hayden Carroll,124016,997,+6,64,68,72,204,,
69,James Conrad,17295,1018,+7,69,69,67,205,,
69,Jesse Nieminen,58923,1025,+7,69,66,70,205,,
69,Joey Temali,100818,996,+7,63,72,70,205,,
72,Benjamin Vansumeren,110035,996,+8,70,69,67,206,,
72,Randy Dueck,139619,996,+8,68,70,68,206,,
72,George Beno,49225,994,+8,66,69,71,206,,
75,Ryan Hahn,135358,977,+9,65,73,69,207,,
75,Garrett Gurthie,13864,1019,+9,65,71,71,207,,
77,Jared Stoll,68103,1001,+10,68,69,71,208,,
78,Luke Samson,59419,1015,+11,66,75,68,209,,
78,Miles Sayer,91543,1008,+11,66,72,71,209,,
78,Paul Ulibarri,27171,1022,+11,66,71,72,209,,
81,Nick Robertson,127048,1002,+12,69,74,67,210,,
81,Matthew Alexander,138103,1008,+12,68,72,70,210,,
83,Eli Swansen,128050,999,+13,69,74,68,211,,
83,Jacob Blair,52785,1012,+13,63,73,75,211,,
85,Jacob Courtis,56511,1009,+15,71,71,71,213,,
85,Thunder Schultz,56016,1003,+15,69,71,73,213,,
87,Noah Fiveash,99153,968,+16,71,75,68,214,,
87,Ryan Monn,144929,1018,+16,72,71,71,214,,
89,Thomas T.J. Grobman,167395,1011,+18,75,72,69,216,,
90,Andrew Martin,54302,1008,+19,77,71,69,217,,
90,Ross Bosch,170001,963,+19,76,70,71,217,,
90,Colten Montgomery,35876,1007,+19,67,79,71,217,,
93,Mac Givens,139349,989,+20,68,75,75,218,,
94,Jake Brown,140954,1009,+23,73,78,70,221,,
95,Daniel Pfaff,98558,999,+24,69,71,82,222,,
96,Sam Moyer,135562,962,+32,71,81,78,230,,
97,Colin Treinen,146173,961,+33,80,67,84,231,,
98,Joseph Deur,84226,970,+35,76,79,78,233,,
99,Steve Wagner,150345,959,+36,77,88,69,234,,
100,Alex Berg,65488,981,+39,72,79,86,237,,
101,Brodie Smith,128378,1004,70,80,999,DNF,,,
101,Alden Harris,98091,1031,71,999,DNF,,,,
