1,1160,Gannon Buhr,75412,1041,-22,56,54,51,161,"$7,500"
2,1150,Simon Lizotte,8332,1037,-20,56,55,52,163,"$4,000"
3,1140,James Proctor,34250,1021,-19,58,55,51,164,"$2,325"
3,1140,Calvin Heimburg,45971,1042,-19,57,53,54,164,"$2,325"
5,1120,Austin Turner,54049,1017,-18,58,56,51,165,"$1,750"
6,1110,Mason Ford,72844,1028,-17,60,55,51,166,"$1,450"
6,1110,Ezra Aderhold,121715,1029,-17,57,55,54,166,"$1,450"
6,1110,Eagle McMahon,37817,1043,-17,57,52,57,166,"$1,450"
6,1110,Väinö Mäkelä,59635,1027,-17,56,53,57,166,"$1,450"
10,1070,Kyle Klein,85132,1040,-16,61,52,54,167,"$1,225"
10,1070,Corey Ellis,44512,1032,-16,58,55,54,167,"$1,225"
10,1070,Joona Heinänen,58926,1025,-16,58,53,56,167,"$1,225"
10,1070,Paul McBeth,27523,1048,-16,56,54,57,167,"$1,225"
14,1030,Mason Marchbanks,79753,1002,-15,58,53,57,168,"$1,075"
14,1030,Cole Redalen,79748,1029,-15,61,49,58,168,"$1,075"
16,1010,Kevin Jones,41760,1033,-14,64,53,52,169,$975
16,1010,Albert Tamm,76669,1022,-14,60,56,53,169,$975
16,1010,Tristan Tanner,99053,1009,-14,59,53,57,169,$975
19,980,Cale Leiviska,24341,1029,-13,61,54,55,170,$840
19,980,Joel Freeman,69509,1036,-13,59,56,55,170,$840
19,980,Nikko Locastro,11534,1033,-13,60,54,56,170,$840
19,980,Scott Withers,38464,1030,-13,60,54,56,170,$840
19,980,Chris Dickerson,62467,1042,-13,58,56,56,170,$840
19,980,Adam Hammes,57365,1031,-13,60,53,57,170,$840
25,920,Thomas Gilbert,85850,1015,-12,58,62,51,171,$700
25,920,Nathan Sexton,18824,1030,-12,61,57,53,171,$700
25,920,Isaac Robinson,50670,1032,-12,60,58,53,171,$700
25,920,Matt Bell,48950,1023,-12,57,60,54,171,$700
25,920,Aaron Gossage,35449,1029,-12,60,54,57,171,$700
30,870,Ezra Robinson,50671,1020,-11,63,55,54,172,$600
30,870,Niklas Anttila,91249,1029,-11,64,53,55,172,$600
30,870,Gavin Rathbun,60436,1024,-11,61,56,55,172,$600
30,870,Jeremy Koling,33705,1018,-11,59,57,56,172,$600
34,830,Andrew Marwede,75590,1033,-10,62,59,52,173,$500
34,830,Casey White,81739,1016,-10,59,60,54,173,$500
34,830,Fredy Meza,100497,1009,-10,58,59,56,173,$500
34,830,Andrew Fish,58320,1015,-10,59,57,57,173,$500
34,830,Alden Harris,98091,1030,-10,61,54,58,173,$500
39,780,Eric Oakley,53565,1014,-9,65,56,53,174,$425
39,780,Connor O'Reilly,99648,1015,-9,61,53,60,174,$425
41,760,Matthew Orum,18330,1040,-8,62,59,54,175,$375
41,760,Parker Welck,39491,1013,-8,60,59,56,175,$375
41,760,Silas Schultz,79047,1018,-8,61,56,58,175,$375
41,760,Garrett Gurthie,13864,1030,-8,62,53,60,175,$375
41,760,Tim Barham,53332,1015,-8,60,55,60,175,$375
41,760,Andrew Presnell,63765,1024,-8,60,55,60,175,$375
47,700,Jakub Semerád,91925,1014,-7,61,61,54,176,$50
47,700,Brodie Smith,128378,1024,-7,61,58,57,176,$50
47,700,Max Regitnig,27812,1000,-7,61,56,59,176,$50
47,700,Jake Brown,140954,1004,-7,58,58,60,176,$50
51,660,Gavin Babcock,80331,1013,-6,63,59,55,177,
51,660,Anthony Barela,44382,1042,-6,61,57,59,177,
53,640,Evan Scott,89394,1015,-5,64,58,56,178,
53,640,Jake Wolff,144536,1002,-5,64,57,57,178,
53,640,Zachary Nash,101197,993,-5,60,60,58,178,
56,610,Harper Thompson,60259,1007,-4,65,61,53,179,
56,610,Paul Ulibarri,27171,1017,-4,65,58,56,179,
56,610,Luke Samson,59419,1020,-4,64,59,56,179,
59,580,Jake Monn,98722,1011,-3,64,60,56,180,
59,580,Carter Ahrens,88279,1011,-3,63,57,60,180,
59,580,Chris Clemons,50401,1031,-3,61,58,61,180,
59,580,Logan Harpool,101319,1012,-3,61,58,61,180,
59,580,James Conrad,17295,1036,-3,64,53,63,180,
64,530,Gregg Barsby,15857,1028,-2,66,59,56,181,
64,530,Benjamin Callaway,39015,1022,-2,69,55,57,181,
64,530,Robert Burridge,96512,1013,-2,62,62,57,181,
64,530,Raven Newsom,88212,1013,-2,63,59,59,181,
64,530,Paul Oman,34344,1022,-2,61,59,61,181,
69,480,Braeden Sides,129963,993,-1,65,60,57,182,
69,480,Zackeriath Johnson,50312,1008,-1,64,59,59,182,
69,480,Tuomas Hyytiäinen,65715,1006,-1,65,55,62,182,
72,450,Austin Housewright,77181,989,E,63,61,59,183,
72,450,Kevin Kiefer III,97115,1016,E,65,55,63,183,
74,430,Jordan Castro,49431,1000,1,69,59,56,184,
74,430,AJ Carey,61770,1014,1,65,58,61,184,
74,430,Mark Chapalonis,70741,1000,1,63,60,61,184,
74,430,Hjalte Jensen,129061,1006,1,62,61,61,184,
74,430,Nick Hanson,40274,997,1,58,61,65,184,
79,380,Michael Johansen,20300,1014,2,64,60,61,185,
80,370,Rasmus Metsamaa,92779,997,3,68,60,58,186,
80,370,Patrick Blazek,25325,982,3,64,64,58,186,
80,370,Noah Meintsma,56555,1004,3,62,64,60,186,
80,370,Matthew Barajas,71050,994,3,65,58,63,186,
80,370,Sam DiCarlo,115742,1002,3,64,57,65,186,
85,320,Seth Talbott,114877,1009,4,70,59,58,187,
85,320,Reid Frescura,48338,1001,4,63,63,61,187,
85,320,Zach Arlinghaus,65266,1011,4,66,57,64,187,
88,290,Connor Rock,73695,1011,5,66,61,61,188,
88,290,Austin Hannum,68835,1016,5,65,61,62,188,
88,290,Harris Reid,72429,984,5,63,62,63,188,
88,290,Grady Shue,68285,1012,5,63,61,64,188,
92,250,Tony Ferro,33551,1017,6,66,64,59,189,
92,250,Jake Hebenheimer,43762,1019,6,70,59,60,189,
92,250,Emerson Keith,47472,1029,6,65,59,65,189,
92,250,Mike Laitala,43081,1005,6,64,60,65,189,
92,250,Trevon Crowe,67172,1001,6,63,60,66,189,
97,200,G.T. Hancock,49885,1009,7,67,60,63,190,
98,190,Nolan Ramser,90461,999,8,66,63,62,191,
98,190,Noah Fiveash,99153,992,8,66,63,62,191,
98,190,Charlie Moore,78268,1006,8,65,63,63,191,
101,160,Jaden Rye,153363,1003,9,72,62,58,192,
101,160,Clay Edwards,91397,1009,9,70,61,61,192,
101,160,Jim Oates,3351,973,9,67,60,65,192,
104,130,Tyler Wozniak,92805,984,10,70,68,55,193,
104,130,Gabriel Hernández,148785,998,10,68,62,63,193,
104,130,John Willis II,23844,1000,10,64,60,69,193,
107,100,Justin Rosak,98161,1000,12,67,63,65,195,
108,90,Isaac Marrs,65220,979,13,69,65,62,196,
109,80,Mason Hults,121920,973,15,64,64,70,198,
110,70,Randon Latta,51685,1009,16,74,60,65,199,
111,60,Tanner Girouard,88077,990,22,67,69,69,205,
112,50,Justin Atwater-Taylor,33117,974,28,73,71,67,211,
113,0,Richard Wysocki,38008,1047,,63,58,999,DNF,
113,0,Luke Humphries,69424,1018,,63,62,999,DNF,
115,0,Bradley Williams,31644,1028,,67,999,,DNF,
116,0,Chandler Fry,25541,1014,,999,,,DNF,