1,1090,Adam Hammes,57365,1031,-30,55,60,56,57,$228,"$12,500"
2,1080,Aaron Gossage,35449,1030,-30,55,57,60,56,$228,"$8,000"
3,1070,Corey Ellis,44512,1030,-29,55,56,61,57,$229,"$5,000"
4,1060,Isaac Robinson,50670,1037,-28,55,57,62,56,$230,"$3,600"
5,1050,James Proctor,34250,1027,-25,56,59,59,59,$233,"$2,850"
5,1050,Alden Harris,98091,1032,-25,58,55,61,59,$233,"$2,850"
7,1030,Calvin Heimburg,45971,1045,-24,58,54,65,57,$234,"$2,412"
7,1030,Ezra Aderhold,121715,1032,-24,58,60,57,59,$234,"$2,412"
9,1010,Richard Wysocki,38008,1043,-22,59,61,60,56,$236,"$2,075"
9,1010,Gannon Buhr,75412,1045,-22,64,54,58,60,$236,"$2,075"
11,990,James Conrad,17295,1029,-21,57,61,62,57,$237,"$1,717"
11,990,Brodie Smith,128378,1020,-21,58,60,59,60,$237,"$1,717"
11,990,Anthony Barela,44382,1039,-21,59,60,57,61,$237,"$1,717"
14,960,Jakub Semerád,91925,1016,-20,61,62,59,56,$238,"$1,510"
15,950,Joona Heinänen,58926,1024,-19,62,56,62,59,$239,"$1,390"
15,950,Carter Ahrens,88279,1012,-19,55,58,64,62,$239,"$1,390"
17,930,Casey White,81739,1013,-18,60,61,61,58,$240,"$1,162"
17,930,Kevin Kiefer III,97115,1014,-18,63,58,59,60,$240,"$1,162"
17,930,Andrew Presnell,63765,1028,-18,61,60,59,60,$240,"$1,162"
17,930,Simon Lizotte,8332,1041,-18,57,59,64,60,$240,"$1,162"
17,930,Ty Love,89959,1018,-18,61,57,59,63,$240,"$1,162"
22,880,Ezra Robinson,50671,1021,-16,62,61,60,59,$242,$925
22,880,Paul Ulibarri,27171,1013,-16,60,61,59,62,$242,$925
22,880,Bradley Williams,31644,1031,-16,61,57,62,62,$242,$925
22,880,Cole Redalen,79748,1030,-16,58,58,62,64,$242,$925
26,840,Kevin Jones,41760,1030,-14,59,62,64,59,$244,$766
26,840,Chandler Kramer,139228,1021,-14,59,62,60,63,$244,$766
26,840,Austin Hannum,68835,1016,-14,56,63,61,64,$244,$766
26,840,Robert Burridge,96512,1022,-14,60,56,61,67,$244,$766
30,800,Jake Monn,98722,1013,-13,58,65,62,60,$245,$660
30,800,Connor O'Reilly,99648,1012,-13,62,62,58,63,$245,$660
30,800,Benjamin Callaway,39015,1024,-13,62,61,59,63,$245,$660
30,800,Zach Arlinghaus,65266,1013,-13,59,61,62,63,$245,$660
30,800,Drew Gibson,48346,1031,-13,59,56,64,66,$245,$660
35,750,Max Regitnig,27812,1003,-11,63,60,61,63,$247,$580
35,750,Tuomas Hyytiäinen,65715,1013,-11,63,58,62,64,$247,$580
35,750,Nick Hanson,40274,1001,-11,61,60,62,64,$247,$580
38,720,Jake Hebenheimer,43762,1015,-10,64,60,61,63,$248,$545
38,720,Chandler Fry,25541,1013,-10,57,63,63,65,$248,$545
40,700,Jake Wolff,144536,1002,-9,60,59,64,66,$249,$525
40,700,Zachary Nash,101197,995,-9,62,55,66,66,$249,$525
42,680,Thomas Gilbert,85850,1016,-8,60,63,62,65,250,$513
42,680,John Willis II,23844,1003,-8,59,64,59,68,$250,$513
44,660,Justin Rosak,98161,997,-7,62,59,64,66,$251,$505
45,650,Gavin Babcock,80331,1012,-6,59,62,64,67,$252,$500
46,640,Garrett Gurthie,13864,1031,-6,61,66,59,,$186,
46,640,Luke Samson,59419,1017,-6,62,64,60,,$186,
46,640,Colten Montgomery,35876,1016,-6,64,61,61,,186,
46,640,Eric Oakley,53565,1019,-6,62,63,61,,186,
46,640,Chris Clemons,50401,1030,-6,63,61,62,,186,
46,640,Tristan Tanner,99053,1012,-6,60,61,65,,186,
52,580,Nikko Locastro,11534,1027,-5,60,66,61,,187,
52,580,Parker Welck,39491,1011,-5,61,62,64,,187,
54,560,AJ Carey,61770,1011,-4,66,61,61,,188,
54,560,Harper Thompson,60259,1012,-4,63,63,62,,188,
54,560,Albert Tamm,76669,1022,-4,62,63,63,,188,
54,560,Nathan Queen,68286,1007,-4,62,62,64,,188,
54,560,Luke Humphries,69424,1014,-4,61,63,64,,188,
59,510,Evan Scott,89394,1017,-3,66,64,59,,189,
59,510,Jaden Rye,153363,1003,-3,65,63,61,,189,
59,510,Nick Newton,47689,1010,-3,61,64,64,,189,
62,480,Nathan Sexton,18824,1030,-2,64,65,61,,190,
62,480,Dustin Keegan,35187,999,-2,66,61,63,,190,
62,480,Cody Kirkland,28198,1016,-2,62,65,63,,190,
62,480,Matt Bell,48950,1021,-2,65,61,64,,190,
62,480,Väinö Mäkelä,59635,1031,-2,62,64,64,,190,
62,480,Paul Oman,34344,1022,-2,63,61,66,,190,
68,420,Zackeriath Johnson,50312,1010,-1,64,65,62,,191,
68,420,Levi Hancock,103050,999,-1,65,61,65,,191,
68,420,Andrew Fish,58320,1017,-1,63,63,65,,191,
68,420,Emerson Keith,47472,1020,-1,63,62,66,,191,
68,420,Trevon Crowe,67172,998,-1,61,64,66,,191,
73,370,Joshua Anthon,17946,1027,E,61,65,66,,192,
73,370,Jeremy Koling,33705,1020,E,62,62,68,,192,
75,350,Jake Brown,140954,1004,1,64,61,68,,193,
75,350,Dallas Garber,138089,975,1,61,64,68,,193,
75,350,Reid Frescura,48338,1000,1,61,63,69,,193,
78,320,Øyvind Jarnes,41884,1021,2,65,69,60,,194,
78,320,Niklas Anttila,91249,1037,2,68,65,61,,194,
78,320,Kirby Snyder,115165,996,2,69,62,63,,194,
78,320,Austin Turner,54049,1025,2,64,64,66,,194,
82,280,Chris Nelson,78697,1021,3,68,62,65,,195,
82,280,Andrew Marwede,75590,1032,3,65,64,66,,195,
82,280,Jason Lawson,165807,989,3,63,65,67,,195,
85,250,Linus Carlsson,82098,1026,4,68,64,64,,196,
85,250,Sean Martin,111104,986,4,68,63,65,,196,
85,250,Justin Bilodeau,45478,989,4,62,66,68,,196,
85,250,Ryan Chesla,142224,999,4,64,63,69,,196,
89,210,Gregg Barsby,15857,1023,5,65,68,64,,197,
89,210,Clay Edwards,91397,1008,5,65,68,64,,197,
89,210,Gavin Rathbun,60436,1020,5,60,68,69,,197,
92,180,Thomas Tomaselli,80904,997,7,65,69,65,,199,
93,170,Tony Ferro,33551,1008,8,69,65,66,,200,
94,160,Nate Metzler,41220,1007,9,68,65,68,,201,
94,160,Noah Meintsma,56555,1001,9,67,65,69,,201,
96,140,Nate Perkins,65737,997,10,67,67,68,,202,
97,130,Chase Estep,41455,988,11,69,66,68,,203,
98,120,Noah Fiveash,99153,989,13,73,60,72,,205,
98,120,Brady Och,89514,995,13,70,63,72,,205,
100,100,Taylor Coulam,89542,972,14,66,76,64,,206,
101,90,Brad Hummel,56137,971,16,72,72,64,,208,
102,80,Kevin Bates,38258,956,18,66,73,71,,210,
103,70,Andrew Paulson,118604,980,19,68,72,71,,211,
104,60,James Leon,118421,967,20,74,69,69,,212,
105,50,Gabe Porter,251213,953,23,78,67,70,,215,
106,40,Graham Fuller,196220,953,26,72,72,74,,218,
107,0,Alan Wagner,28550,1007,,64,63,999,,DNF,
107,0,Scott Withers,38464,1024,,63,66,999,,DNF,
109,0,Eagle McMahon,37817,1046,,65,999,,,DNF,